cpg_id,chrA,startA,RefGene,RefGene_Group,average,median,stdev
cg19811108,1,117636534,MIR942;TTF2,TSS1500;Body,0.100,0.101,0.004
cg19823512,1,203489725,,,0.100,0.098,0.001
cg19828970,2,106371647,NCK2;NCK2,5'UTR;5'UTR,0.096,0.091,0.005
cg19832029,3,38215124,OXSR1,Body,0.097,0.103,0.003
cg19846447,2,48814721,STON1;STON1-GTF2A1L,Body;Body,0.086,0.060,0.004
cg19849478,12,122592277,MLXIP,Body,0.107,0.100,0.006
cg19850275,10,75654257,,,0.102,0.099,0.004
cg19851816,22,50657907,TUBGCP6,Body,0.089,0.085,0.005
cg19858214,7,134298937,,,0.088,0.078,0.004
cg19865725,2,55321120,,,0.088,0.083,0.002
cg19872463,12,6881629,LAG3,TSS200,0.103,0.094,0.010
cg19880608,5,112568208,MCC;MCC,Body;Body,0.097,0.094,0.003
cg19881895,11,57195540,SLC43A3;SLC43A3;SLC43A3,TSS1500;TSS1500;TSS1500,0.093,0.103,0.004
cg19884556,6,159128336,SYTL3,Body,0.086,0.067,0.005
cg19889634,14,70438900,SMOC1;SMOC1,Body;Body,0.106,0.103,0.004
cg19893585,8,145025064,PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;TSS200,0.120,0.090,0.008
cg19911116,2,120018415,STEAP3;STEAP3;STEAP3,Body;Body;Body,0.102,0.097,0.005
cg19913426,17,55213600,,,0.122,0.108,0.005
cg19921377,19,7580209,ZNF358,TSS1500,0.088,0.086,0.003
cg19928043,10,103469396,,,0.090,0.084,0.006
cg19931529,2,64072167,UGP2;UGP2,Body;5'UTR,0.101,0.095,0.003
cg19939250,10,106096153,,,0.107,0.094,0.003
cg19939693,10,31410359,,,0.090,0.065,0.007
cg19942083,12,7070562,,,0.119,0.110,0.003
cg19953843,22,29168388,CCDC117,TSS1500,0.094,0.089,0.004
cg19955928,2,240152257,HDAC4,Body,0.113,0.109,0.004
cg19963544,2,106483650,NCK2;NCK2;NCK2,Body;Body;Body,0.090,0.091,0.007
cg19966212,5,149792783,CD74;CD74;CD74,TSS1500;TSS1500;TSS1500,0.096,0.098,0.007
cg19970325,3,122231286,KPNA1;KPNA1,Body;5'UTR,0.106,0.071,0.012
cg19980260,3,171858472,FNDC3B;FNDC3B,Body;Body,0.108,0.098,0.005
cg19992375,12,65067877,RASSF3,Body,0.106,0.109,0.004
cg19995229,8,101912017,,,0.126,0.126,0.004
cg19995891,2,191042691,C2orf88;C2orf88,5'UTR;5'UTR,0.088,0.089,0.006
cg20002901,2,238777656,RAMP1,Body,0.087,0.074,0.007
cg20003368,6,44026475,,,0.092,0.085,0.005
cg20006618,4,186652454,SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,0.107,0.117,0.006
cg20016631,4,38871320,FAM114A1,5'UTR,0.110,0.109,0.004
cg20017683,1,25655526,RHD;RHD,3'UTR;3'UTR,0.095,0.049,0.024
cg20021336,6,162831837,PARK2;PARK2;PARK2,Body;Body;Body,0.088,0.083,0.004
cg20021784,2,201984386,CFLAR;CFLAR;CFLAR,5'UTR;5'UTR;5'UTR,0.099,0.098,0.006
cg20028528,13,114812184,RASA3,Body,0.089,0.078,0.006
cg20033619,15,39523161,,,0.096,0.083,0.005
cg20033652,14,51290662,NIN;NIN;NIN;NIN,5'UTR;5'UTR;TSS1500;5'UTR,0.127,0.123,0.005
cg20043202,10,124765622,IKZF5,5'UTR,0.094,0.091,0.007
cg20050877,8,17487895,PDGFRL,Body,0.091,0.069,0.006
cg20063095,2,134977141,,,0.092,0.095,0.003
cg20066750,11,62389892,B3GAT3,TSS1500,0.088,0.075,0.006
cg20072118,12,52653637,,,0.103,0.106,0.003
cg20074307,14,55092491,SAMD4A;SAMD4A,Body;Body,0.092,0.072,0.005
cg20092736,11,67982703,,,0.086,0.061,0.007
cg20116828,19,13207602,NFIX,3'UTR,0.123,0.110,0.012
cg20121012,12,93516072,,,0.094,0.096,0.002
cg20136100,11,63974860,FERMT3;FERMT3,Body;Body,0.106,0.091,0.005
cg20155035,1,235091106,,,0.094,0.087,0.003
cg20157339,8,103249036,RRM2B,Body,0.089,0.093,0.003
cg20167074,1,151967023,S100A10,TSS1500,0.105,0.091,0.008
cg20170223,20,34356200,,,0.092,0.088,0.004
cg20174247,10,14032690,FRMD4A,Body,0.088,0.085,0.005
cg20176098,3,177877649,,,0.101,0.107,0.004
cg20184056,10,64323709,ZNF365;ZNF365,5'UTR;Body,0.096,0.071,0.008
cg20215476,3,148708241,GYG1,TSS1500,0.100,0.089,0.005
cg20217702,3,134094099,AMOTL2,TSS1500,0.095,0.093,0.004
cg20234205,11,64492155,NRXN2;NRXN2,TSS1500;TSS1500,0.098,0.083,0.004
cg20236089,6,15629162,DTNBP1;DTNBP1;DTNBP1,Body;Body;5'UTR,0.102,0.097,0.004
cg20253212,4,41694822,LIMCH1;LIMCH1;LIMCH1;LIMCH1;LIMCH1,Body;Body;Body;Body;Body,0.087,0.080,0.005
cg20267398,2,198379478,MOBKL3;MOBKL3;MOBKL3,TSS1500;TSS1500;TSS1500,0.091,0.085,0.005
cg20278154,12,104914611,CHST11,Body,0.143,0.155,0.004
cg20281583,4,178233531,NEIL3,Body,0.097,0.049,0.014
cg20283505,1,175490611,TNR,5'UTR,0.122,0.114,0.005
cg20293650,6,16180549,,,0.087,0.072,0.008
cg20299697,3,138069423,MRAS;MRAS,5'UTR;5'UTR,0.132,0.130,0.007
cg20305578,8,1908301,,,0.089,0.079,0.004
cg20313856,2,38825345,HNRPLL;HNRPLL,Body;Body,0.105,0.112,0.005
cg20316440,1,8457758,RERE;RERE;RERE,5'UTR;Body;Body,0.129,0.124,0.004
cg20331689,20,61447729,COL9A3,TSS1500,0.097,0.076,0.009
cg20341504,2,54900998,,,0.094,0.062,0.009
cg20363347,11,69061473,MYEOV,TSS200,0.138,0.131,0.004
cg20373634,10,103911536,NOLC1,TSS1500,0.109,0.093,0.007
cg20381140,3,126645244,CHCHD6,Body,0.104,0.098,0.004
cg20389653,1,16766715,NECAP2;NECAP2;NECAP2,TSS1500;TSS1500;TSS1500,0.087,0.070,0.005
cg20403541,4,3387290,RGS12;RGS12;RGS12,Body;Body;Body,0.086,0.077,0.003
cg20405697,6,30657469,NRM,Body,0.116,0.101,0.005
cg20413202,1,10056853,RBP7,TSS1500,0.096,0.088,0.004
cg20414015,4,140907113,MAML3,Body,0.118,0.113,0.004
cg20426042,8,97778709,PGCP,5'UTR,0.103,0.095,0.005
cg20430909,4,158917335,,,0.093,0.076,0.005
cg20434422,1,84831593,UOX,Body,0.102,0.108,0.004
cg20439101,5,56115499,MAP3K1,Body,0.097,0.094,0.002
cg20445727,11,110728789,,,0.087,0.068,0.003
cg20459849,2,161127884,,,0.091,0.082,0.006
cg20481655,14,22979162,,,0.117,0.120,0.005
cg20482280,14,105936300,MTA1,Body,0.089,0.080,0.005
cg20484086,1,227015727,,,0.091,0.094,0.004
cg20489305,14,81832422,STON2,Body,0.089,0.090,0.004
cg20492034,7,6313058,CYTH3,TSS1500,0.086,0.081,0.004
cg20528093,11,31837144,PAX6,5'UTR,0.092,0.081,0.005
cg20538073,11,76569453,,,0.092,0.081,0.007
cg20549659,6,113913951,,,0.108,0.086,0.005
cg20559634,3,45609400,,,0.098,0.098,0.006
cg20560862,11,2997051,NAP1L4,Body,0.115,0.102,0.003
cg20561863,17,66905630,ABCA8,Body,0.101,0.080,0.008
cg20563269,2,129104576,,,0.089,0.081,0.006
cg20571967,10,73856465,ASCC1,3'UTR,0.099,0.077,0.008
cg20572537,7,2557715,LFNG;LFNG,Body;5'UTR,0.121,0.116,0.005
cg20577468,8,80803196,,,0.108,0.094,0.007
cg20591120,2,28177263,BRE;BRE;BRE;BRE;BRE,Body;Body;Body;Body;Body,0.100,0.081,0.006
cg20593680,1,94608341,,,0.088,0.080,0.003
cg20598295,10,35099208,PARD3,Body,0.088,0.081,0.007
cg20602914,7,5404813,TNRC18,Body,0.111,0.093,0.010
cg20609883,10,49863421,,,0.121,0.109,0.003
cg20611272,8,103548145,,,0.110,0.109,0.005
cg20612299,8,131308633,ASAP1IT1;ASAP1,Body;Body,0.089,0.084,0.003
cg20626045,10,45477672,RASSF4,Body,0.098,0.093,0.003
cg20634726,7,90857715,,,0.095,0.089,0.005
cg20634940,10,465975,DIP2C,Body,0.089,0.063,0.011
cg20641026,10,22906638,PIP4K2A,Body,0.087,0.063,0.005
cg20646782,11,115631600,,,0.102,0.097,0.003
cg20651218,10,516163,DIP2C,Body,0.118,0.043,0.022
cg20664636,17,1959596,HIC1;HIC1,TSS200;5'UTR,0.104,0.104,0.007
cg20667143,6,21679975,FLJ22536,Body,0.089,0.050,0.011
cg20670946,12,122502170,,,0.087,0.087,0.003
cg20686125,1,243902978,AKT3;AKT3,Body;Body,0.127,0.112,0.004
cg20689730,22,20072653,MIR1306;DGCR8,TSS1500;5'UTR,0.095,0.091,0.002
cg20698421,2,65217623,SLC1A4;SLC1A4,Body;5'UTR,0.095,0.097,0.008
cg20701183,1,87799914,LMO4,Body,0.122,0.104,0.007
cg20702417,2,25538295,DNMT3A;DNMT3A;DNMT3A,5'UTR;5'UTR;5'UTR,0.106,0.099,0.003
cg20706315,17,74366578,,,0.087,0.076,0.002
cg20706746,12,76346553,,,0.087,0.099,0.004
cg20708856,13,113346257,ATP11A;ATP11A,Body;Body,0.089,0.087,0.002
cg20712631,5,172074065,NEURL1B,Body,0.099,0.080,0.005
cg20713299,3,167769611,GOLIM4,Body,0.088,0.094,0.004
cg20713639,11,65185684,,,0.091,0.063,0.006
cg20718855,11,64478186,NRXN2;NRXN2,Body;Body,0.093,0.075,0.006
cg20722788,6,155335785,,,0.109,0.107,0.009
cg20725907,3,143703954,C3orf58;C3orf58,Body;Body,0.096,0.084,0.005
cg20742840,11,73243384,FAM168A,5'UTR,0.100,0.092,0.005
cg20748791,6,15586071,DTNBP1;DTNBP1;DTNBP1,Body;Body;Body,0.095,0.081,0.006
cg20754708,3,193419842,,,0.090,0.083,0.003
cg20755748,12,31799116,C12orf72,TSS1500,0.090,0.090,0.002
cg20771240,11,133906693,LOC100128239,Body,0.093,0.088,0.004
cg20773588,7,55134101,EGFR;EGFR;EGFR;EGFR,Body;Body;Body;Body,0.104,0.104,0.005
cg20799917,2,38894198,GALM,Body,0.096,0.105,0.003
cg20801110,15,75136007,ULK3,TSS1500,0.102,0.101,0.003
cg20802826,6,30782080,,,0.105,0.112,0.002
cg20811236,18,46501400,,,0.096,0.089,0.004
cg20811317,7,107969837,NRCAM;NRCAM,5'UTR;5'UTR,0.108,0.110,0.006
cg20819482,8,9472057,TNKS,Body,0.107,0.092,0.006
cg20822884,1,49240625,BEND5;AGBL4,Body;Body,0.098,0.084,0.005
cg20824939,1,205255082,,,0.133,0.137,0.005
cg20827128,6,13274284,PHACTR1,Body,0.086,0.074,0.003
cg20837557,6,146864278,RAB32,TSS1500,0.093,0.079,0.006
cg20842915,7,39665132,RALA,5'UTR,0.088,0.089,0.003
cg20864568,17,43391599,MAP3K14,5'UTR,0.114,0.106,0.004
cg20886049,11,76493545,TSKU,TSS1500,0.089,0.071,0.005
cg20886660,13,41111800,,,0.093,0.093,0.003
cg20888995,3,56822059,ARHGEF3;ARHGEF3,Body;Body,0.115,0.089,0.004
cg20893936,2,101680441,TBC1D8,Body,0.087,0.070,0.007
cg20910008,8,22301378,PPP3CC,Body,0.110,0.105,0.006
cg20916523,3,10184584,VHL;VHL,Body;Body,0.114,0.089,0.014
cg20923498,2,99096920,INPP4A;INPP4A;INPP4A;INPP4A,5'UTR;5'UTR;5'UTR;5'UTR,0.087,0.088,0.002
cg20931951,1,12508122,VPS13D;VPS13D,Body;Body,0.092,0.078,0.006
cg20934191,6,163768213,,,0.092,0.100,0.004
cg20936619,11,13244213,,,0.120,0.119,0.004
cg20942286,5,79366549,THBS4,Body,0.108,0.094,0.009
cg20951255,7,131291256,,,0.186,0.198,0.005
cg20956906,12,32263164,BICD1;BICD1,Body;Body,0.091,0.087,0.004
cg20972199,11,69065333,,,0.103,0.089,0.003
cg20993754,2,55226987,RTN4;RTN4;RTN4;RTN4;RTN4,Body;Body;Body;Body;Body,0.087,0.080,0.005
cg20996124,1,1144203,,,0.108,0.103,0.006
cg21002223,8,8747452,MFHAS1,Body,0.087,0.070,0.005
cg21010701,4,36283195,DTHD1,TSS200,0.089,0.091,0.003
cg21012139,1,6553510,PLEKHG5;PLEKHG5,Body;Body,0.108,0.108,0.004
cg21022395,10,112722440,SHOC2,5'UTR,0.092,0.071,0.004
cg21040814,21,41518623,DSCAM,Body,0.087,0.073,0.008
cg21067465,11,86304288,ME3;ME3;ME3,Body;Body;Body,0.140,0.120,0.005
cg21078654,15,52130305,TMOD3,5'UTR,0.101,0.100,0.006
cg21093670,11,129684147,,,0.093,0.041,0.015
cg21108085,11,44591098,CD82;CD82,5'UTR;5'UTR,0.107,0.100,0.006
cg21122199,17,58499720,C17orf64,TSS200,0.107,0.089,0.005
cg21123519,14,69095679,,,0.132,0.117,0.007
cg21137244,17,43398234,,,0.096,0.095,0.004
cg21143441,17,8124011,C17orf44,Body,0.087,0.082,0.007
cg21144158,11,65211084,MIR612,TSS1500,0.097,0.083,0.005
cg21152671,9,123690586,TRAF1,TSS1500,0.106,0.102,0.006
cg21155100,5,56147662,MAP3K1,Body,0.101,0.098,0.003
cg21161367,1,108474727,VAV3,Body,0.100,0.095,0.005
cg21165064,1,156402678,,,0.097,0.080,0.003
cg21167335,9,91267587,LOC286238,TSS1500,0.119,0.118,0.003
cg21171320,9,73178360,TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3,Body;Body;Body;Body;Body;Body;Body,0.092,0.092,0.004
cg21172278,1,117637160,MIR942;TTF2,TSS200;Body,0.093,0.103,0.003
cg21178254,3,156879083,CCNL1,TSS1500,0.112,0.113,0.003
cg21194776,10,75314128,USP54,Body,0.098,0.088,0.006
cg21197871,8,96036803,C8orf38,TSS1500,0.119,0.126,0.002
cg21200667,2,30628085,,,0.092,0.091,0.004
cg21201294,7,47611926,,,0.090,0.087,0.004
cg21205031,2,32502699,YIPF4,TSS1500,0.093,0.079,0.006
cg21205392,1,151035398,MLLT11,5'UTR,0.089,0.098,0.003
cg21206147,2,23749087,KLHL29,5'UTR,0.097,0.096,0.006
cg21211645,3,45590039,LARS2,3'UTR,0.103,0.099,0.002
cg21213593,5,123985368,ZNF608,Body,0.105,0.105,0.005
cg21224380,12,109240533,SSH1;SSH1,Body;Body,0.089,0.085,0.006
cg21230503,5,139085173,,,0.100,0.082,0.004
cg21233897,6,41657184,TFEB;TFEB,Body;Body,0.092,0.084,0.004
cg21236655,9,117861043,TNC,5'UTR,0.120,0.118,0.007
cg21241410,2,43267816,,,0.116,0.120,0.003
cg21244322,15,64303084,DAPK2,Body,0.116,0.108,0.005
cg21258259,13,114281006,TFDP1;TFDP1,Body;Body,0.096,0.090,0.005
cg21273275,1,24648328,GRHL3;GRHL3;GRHL3,TSS1500;Body;TSS1500,0.103,0.079,0.008
cg21277889,7,29721696,LOC646762,Body,0.087,0.081,0.003
cg21279806,6,169654719,THBS2,TSS1500,0.092,0.079,0.006
cg21308365,6,119031399,,,0.103,0.090,0.007
cg21320768,13,50070766,PHF11;PHF11,Body;5'UTR,0.138,0.138,0.004
cg21341586,4,99851281,EIF4E;EIF4E;EIF4E;EIF4E;EIF4E,5'UTR;1stExon;5'UTR;TSS1500;1stExon,0.117,0.101,0.008
cg21363050,4,55144066,PDGFRA,Body,0.091,0.090,0.003
cg21368566,2,236568913,AGAP1;AGAP1,Body;Body,0.097,0.095,0.003
cg21369890,6,86100013,,,0.113,0.110,0.005
cg21375506,17,64470354,PRKCA,Body,0.097,0.103,0.002
cg21387735,6,166908379,RPS6KA2;RPS6KA2,Body;Body,0.129,0.095,0.012
cg21393124,17,48981371,,,0.089,0.080,0.004
cg21399203,4,57623913,,,0.116,0.108,0.009
cg21418854,1,36771781,C1orf113;C1orf113,TSS1500;TSS1500,0.152,0.146,0.005
cg21443274,8,106782921,ZFPM2,Body,0.101,0.105,0.005
cg21466315,3,133294854,CDV3;CDV3;CDV3,Body;Body;Body,0.096,0.095,0.004
cg21474104,3,181721674,,,0.105,0.092,0.006
cg21487856,2,54828502,SPTBN1;SPTBN1,Body;Body,0.087,0.080,0.005
cg21490751,3,168268421,MIR551B;C3orf50,TSS1500;Body,0.098,0.098,0.005
cg21499869,19,18589848,ELL,Body,0.089,0.079,0.004
cg21501175,3,194893148,C3orf21,Body,0.119,0.111,0.007
cg21505571,17,62496408,DDX5,Body,0.095,0.065,0.009
cg21514164,2,43188940,,,0.087,0.072,0.007
cg21516291,20,44979100,SLC35C2;SLC35C2;SLC35C2,Body;Body;Body,0.104,0.093,0.003
cg21517506,2,235242882,,,0.114,0.105,0.006
cg21526750,14,23291749,,,0.095,0.095,0.004
cg21531908,2,109789810,SH3RF3,Body,0.126,0.109,0.004
cg21532760,2,99120630,INPP4A;INPP4A;INPP4A;INPP4A,5'UTR;5'UTR;5'UTR;5'UTR,0.101,0.091,0.010
cg21535657,12,11806362,ETV6,Body,0.090,0.080,0.005
cg21538684,6,13274180,PHACTR1,Body,0.093,0.087,0.005
cg21549285,21,42799141,MX1;MX1,5'UTR;5'UTR,0.089,0.079,0.004
cg21571166,3,147133884,ZIC1,3'UTR,0.106,0.112,0.004
cg21571602,2,113035598,ZC3H6,Body,0.092,0.075,0.004
cg21572719,6,88855255,CNR1;CNR1;CNR1;CNR1;CNR1;CNR1,5'UTR;5'UTR;TSS200;5'UTR;5'UTR;5'UTR,0.088,0.088,0.004
cg21576187,15,29963223,,,0.114,0.121,0.007
cg21579399,2,11890700,LPIN1,5'UTR,0.088,0.087,0.003
cg21584862,6,15133183,,,0.093,0.086,0.003
cg21613620,13,97927242,MBNL2;MBNL2,5'UTR;5'UTR,0.110,0.104,0.004
cg21614201,4,119888794,SYNPO2;SYNPO2;SYNPO2,Body;Body;Body,0.099,0.093,0.005
cg21620540,11,12031314,DKK3;DKK3;DKK3,TSS1500;TSS1500;TSS1500,0.103,0.094,0.004
cg21629640,6,98493397,,,0.100,0.090,0.005
cg21641008,6,15319176,JARID2,Body,0.097,0.086,0.004
cg21683390,18,13259088,C18orf1;C18orf1,5'UTR;5'UTR,0.088,0.078,0.005
cg21692434,1,162219640,NOS1AP;NOS1AP,Body;Body,0.107,0.115,0.004
cg21703255,12,106539009,,,0.119,0.112,0.004
cg21727223,17,66755770,,,0.090,0.074,0.004
cg21741284,11,2908036,CDKN1C;CDKN1C;CDKN1C,TSS1500;TSS1500;TSS1500,0.091,0.059,0.010
cg21742790,3,138581702,,,0.096,0.094,0.002
cg21775854,2,200791045,C2orf69,3'UTR,0.105,0.099,0.005
cg21785723,1,6551782,PLEKHG5;PLEKHG5;PLEKHG5;PLEKHG5,Body;TSS200;Body;TSS1500,0.118,0.089,0.010
cg21794225,14,30397464,PRKD1,TSS1500,0.113,0.110,0.004
cg21794419,3,182973032,MCF2L2;B3GNT5,Body;5'UTR,0.094,0.095,0.003
cg21805788,1,109134372,FAM102B,Body,0.098,0.100,0.002
cg21817668,1,197870871,C1orf53,TSS1500,0.088,0.089,0.004
cg21818533,1,203299859,,,0.090,0.084,0.005
cg21818891,11,35310917,SLC1A2,Body,0.099,0.088,0.004
cg21830368,17,75373327,SEPT9;SEPT9;SEPT9;SEPT9;SEPT9,5'UTR;5'UTR;Body;Body;Body,0.110,0.118,0.004
cg21836903,3,71180071,FOXP1,Body,0.099,0.082,0.010
cg21845633,17,7758204,TMEM88,TSS200,0.089,0.069,0.007
cg21848191,14,68607773,RAD51L1;RAD51L1;RAD51L1,Body;Body;Body,0.098,0.093,0.005
cg21849932,20,62369462,LIME1,Body,0.097,0.090,0.006
cg21867733,12,124985584,NCOR2;NCOR2,5'UTR;5'UTR,0.103,0.108,0.002
cg21877464,5,151056339,SPARC,5'UTR,0.103,0.101,0.004
cg21882356,14,21153451,ANG;RNASE4,5'UTR;5'UTR,0.088,0.072,0.004
cg21897315,3,81811448,GBE1,TSS1500,0.129,0.118,0.004
cg21904489,3,119071213,CDGAP,Body,0.093,0.086,0.002
cg21908664,1,222987586,,,0.098,0.097,0.002
cg21912556,8,18605482,PSD3;PSD3,Body;Body,0.102,0.079,0.009
cg21913376,2,55366440,,,0.096,0.094,0.003
cg21917976,1,146713959,CHD1L,TSS1500,0.094,0.082,0.003
cg21937377,3,194868750,C3orf21,Body,0.098,0.082,0.007
cg21959598,7,55637719,VOPP1,Body,0.098,0.107,0.002
cg21960364,4,185398007,,,0.102,0.107,0.004
cg21961852,7,151207086,RHEB,Body,0.121,0.122,0.003
cg21971807,20,57471654,GNAS;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS,Body;Body;3'UTR;Body;Body;3'UTR;Body;Body,0.089,0.096,0.004
cg21977218,5,65443428,SFRS12;SFRS12,5'UTR;Body,0.089,0.059,0.005
cg22014398,5,179230866,MGAT4B;MGAT4B,Body;TSS1500,0.087,0.077,0.003
cg22014983,2,39637465,MAP4K3,Body,0.091,0.086,0.003
cg22016995,11,614787,IRF7;IRF7;IRF7,Body;Body;Body,0.116,0.111,0.007
cg22030501,13,53456603,,,0.095,0.080,0.005
cg22052143,5,78067856,,,0.091,0.083,0.004
cg22076311,3,71180052,FOXP1,Body,0.094,0.089,0.006
cg22076474,21,30677172,BACH1;BACH1;BACH1,5'UTR;TSS1500;5'UTR,0.089,0.099,0.004
cg22078625,5,153646949,GALNT10,Body,0.097,0.079,0.009
cg22082456,1,53392538,SCP2;SCP2,TSS1500;TSS1500,0.093,0.097,0.003
cg22084182,7,27973667,JAZF1,Body,0.105,0.116,0.004
cg22104103,21,17565450,C21orf34;C21orf34,Body;TSS1500,0.095,0.096,0.004
cg22108360,8,124704218,ANXA13;ANXA13,Body;Body,0.118,0.116,0.003
cg22130673,11,114031817,ZBTB16;ZBTB16,Body;Body,0.143,0.147,0.004
cg22137815,8,97585510,SDC2,Body,0.088,0.078,0.003
cg22143547,6,38671296,GLO1,TSS1500,0.087,0.063,0.006
cg22149419,17,27253138,PHF12;PHF12,Body;Body,0.091,0.062,0.011
cg22156842,3,136537169,TMEM22;TMEM22;TMEM22,TSS1500;TSS1500;TSS1500,0.110,0.105,0.005
cg22158248,12,112204136,ALDH2,TSS1500,0.094,0.089,0.004
cg22159341,2,152893963,CACNB4;CACNB4;CACNB4,Body;Body;Body,0.097,0.074,0.010
cg22179913,13,107183635,EFNB2,Body,0.092,0.096,0.004
cg22204103,4,41540115,LIMCH1;LIMCH1;LIMCH1,Body;Body;Body,0.108,0.102,0.004
cg22212260,3,33468135,UBP1;UBP1;UBP1,Body;Body;Body,0.121,0.132,0.005
cg22222281,12,6308758,CD9,TSS1500,0.095,0.090,0.004
cg22228439,1,46766431,LRRC41,Body,0.088,0.085,0.003
cg22234419,3,145875907,PLOD2;PLOD2,Body;Body,0.112,0.119,0.003
cg22260958,12,113375880,OAS3,TSS1500,0.124,0.115,0.011
cg22266072,11,86171022,ME3;ME3;ME3,Body;Body;Body,0.105,0.103,0.003
cg22271457,8,118939185,EXT1,Body,0.087,0.078,0.004
cg22280402,7,143596849,FAM115A,5'UTR,0.110,0.112,0.005
cg22284398,2,46119607,PRKCE,Body,0.108,0.102,0.004
cg22311289,6,144635442,UTRN,Body,0.094,0.069,0.007
cg22327338,7,2205691,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,0.093,0.082,0.007
cg22329776,12,76243294,,,0.105,0.117,0.006
cg22333259,1,19394757,,,0.091,0.074,0.004
cg22338356,8,48739161,PRKDC;PRKDC,Body;Body,0.098,0.100,0.003
cg22339338,1,159891638,TAGLN2,5'UTR,0.093,0.095,0.002
cg22344841,2,20421656,SDC1;SDC1,Body;Body,0.131,0.121,0.004
cg22361604,1,61435148,,,0.089,0.070,0.006
cg22365119,12,76017858,,,0.089,0.085,0.004
cg22365276,15,60688622,ANXA2;ANXA2;ANXA2;ANXA2,5'UTR;5'UTR;Body;5'UTR,0.103,0.085,0.005
cg22372285,11,125951005,,,0.098,0.096,0.004
cg22376389,17,10741601,PIRT,TSS200,0.090,0.095,0.003
cg22379472,7,47413617,TNS3,Body,0.090,0.079,0.003
cg22386492,1,15058641,KIAA1026;KIAA1026,Body;Body,0.127,0.129,0.004
cg22400059,1,10571508,PEX14,Body,0.110,0.106,0.007
cg22401939,1,206731166,RASSF5;RASSF5;RASSF5,Body;Body;Body,0.107,0.110,0.003
cg22409100,2,40658918,SLC8A1;SLC8A1;SLC8A1;SLC8A1,TSS1500;5'UTR;TSS1500;TSS1500,0.109,0.107,0.003
cg22417566,18,76323014,,,0.100,0.084,0.007
cg22429852,17,66030553,KPNA2,TSS1500,0.089,0.092,0.005
cg22439922,1,156597158,,,0.095,0.087,0.006
cg22451657,1,6558088,PLEKHG5;PLEKHG5,Body;TSS1500,0.090,0.078,0.008
cg22452230,15,69754698,,,0.107,0.097,0.006
cg22459204,5,10565940,ANKRD33B,Body,0.088,0.072,0.004
cg22463795,19,13215292,,,0.111,0.103,0.004
cg22490254,2,11269719,,,0.113,0.087,0.013
cg22502382,12,32701732,FGD4,5'UTR,0.099,0.091,0.004
cg22509816,2,143732362,KYNU;KYNU,Body;Body,0.091,0.087,0.005
cg22510662,5,36202853,C5orf33;C5orf33,Body;Body,0.124,0.122,0.007
cg22522598,19,15360953,BRD4;BRD4,Body;Body,0.098,0.097,0.004
cg22525743,19,40325128,FBL;DYRK1B;DYRK1B;DYRK1B,3'UTR;TSS1500;TSS1500;TSS1500,0.102,0.079,0.008
cg22526226,12,46169000,ARID2,Body,0.096,0.097,0.006
cg22539431,7,127423253,SND1,Body,0.100,0.094,0.004
cg22556768,5,66586585,,,0.093,0.090,0.003
cg22565961,5,81017303,SSBP2,Body,0.104,0.105,0.004
cg22588144,20,13200929,ISM1,TSS1500,0.200,0.000,0.107
cg22588983,5,38783142,,,0.094,0.074,0.007
cg22601917,1,9294274,H6PD,TSS1500,0.094,0.072,0.004
cg22609522,22,46403218,LOC730668,Body,0.091,0.068,0.005
cg22610655,20,20346426,,,0.086,0.069,0.006
cg22614372,2,128117116,,,0.109,0.072,0.011
cg22623649,8,99179021,,,0.104,0.096,0.004
cg22631616,4,141575212,TBC1D9,Body,0.087,0.080,0.007
cg22633932,4,140472802,SETD7,Body,0.103,0.105,0.003
cg22641930,2,101921235,RNF149,Body,0.091,0.082,0.004
cg22642485,5,139089846,,,0.119,0.083,0.009
cg22669060,21,34774882,IFNGR2,TSS1500,0.123,0.124,0.005
cg22686722,15,62747350,,,0.097,0.087,0.007
cg22695729,5,176906134,,,0.097,0.084,0.004
cg22697517,17,42785378,DBF4B;DBF4B,TSS1500;TSS1500,0.092,0.088,0.005
cg22702741,7,133706550,EXOC4,Body,0.105,0.101,0.003
cg22708087,13,32780062,FRY,Body,0.093,0.096,0.003
cg22708150,6,31649619,LY6G5C,TSS1500,0.093,0.082,0.006
cg22712983,2,219187374,PNKD;PNKD,TSS1500;Body,0.101,0.092,0.008
cg22723675,13,95358092,,,0.137,0.136,0.005
cg22730148,6,5979967,,,0.101,0.096,0.004
cg22761670,17,74268201,,,0.092,0.062,0.007
cg22772462,5,150461913,TNIP1,TSS1500,0.089,0.080,0.005
cg22785562,4,38184969,,,0.094,0.086,0.005
cg22788953,7,2679148,TTYH3,Body,0.099,0.100,0.004
cg22801561,17,55562964,MSI2;MSI2,Body;Body,0.121,0.107,0.006
cg22801949,1,181057279,IER5,TSS1500,0.131,0.127,0.004
cg22811478,7,111505623,DOCK4,Body,0.093,0.096,0.005
